"id"	"Intensity.12500amol_R1"	"Intensity.12500amol_R2"	"Intensity.12500amol_R3"	"Intensity.125amol_R1"	"Intensity.125amol_R2"	"Intensity.125amol_R3"	"Intensity.25000amol_R1"	"Intensity.25000amol_R2"	"Intensity.25000amol_R3"	"Intensity.2500amol_R1"	"Intensity.2500amol_R2"	"Intensity.2500amol_R3"	"Intensity.250amol_R1"	"Intensity.250amol_R2"	"Intensity.250amol_R3"	"Intensity.50000amol_R1"	"Intensity.50000amol_R2"	"Intensity.50000amol_R3"	"Intensity.5000amol_R1"	"Intensity.5000amol_R2"	"Intensity.5000amol_R3"	"Intensity.500amol_R1"	"Intensity.500amol_R2"	"Intensity.500amol_R3"	"Intensity.50amol_R1"	"Intensity.50amol_R2"	"Intensity.50amol_R3"
"P41911"	NA	3801800	3643200	4665800	NA	4118200	4923300	NA	4396200	3253600	NA	3676000	3801600	NA	3323200	NA	3538300	3669500	4119000	3464600	3961200	3122900	4503900	3830800	NA	NA	NA
"P39076"	NA	2815100	3449650	3978200	NA	NA	3810800	6173700	5127900	NA	4351700	4348200	3738900	2559750	3080200	NA	4496900	NA	5006600	NA	4781200	NA	5401800	4275900	5077300	5088800	4782600
"P05748"	39734000	40737000	28171000	47300333.3333333	48010333.3333333	44495333.3333333	40284000	48257000	43636333.3333333	41924000	41035000	42351666.6666667	44066000	42626333.3333333	29506666.6666667	49393000	48508666.6666667	48223666.6666667	45452000	43910000	42330000	27968666.6666667	47397333.3333333	45335666.6666667	49619666.6666667	38466666.6666667	40732333.3333333
"P00441ups|SODC_HUMAN_UPS"	20203000	17922000	NA	NA	NA	NA	29803000	37212000	31804000	NA	NA	NA	NA	NA	NA	47402500	37105333.3333333	47243000	10793000	9520400	8294700	NA	NA	NA	NA	NA	NA
"P21242"	6884300	NA	NA	12132000	9210600	10161000	8355300	8825800	7653700	8563400	8034600	7111200	8414700	7211200	10053000	8831000	10019000	9164200	8982500	NA	8418500	8636100	9697700	NA	7277166.66666667	7711450	NA
"Q12250"	8156400	3590000	7447550	10132000	NA	10848000	6194450	9697400	4985150	2887900	3153700	NA	2273600	NA	NA	8072600	NA	NA	3415700	2895200	NA	3089100	NA	NA	3339966.66666667	2632900	3239500
"P48589"	56786333.3333333	53227666.6666667	52827000	20026800	63610333.3333333	56747000	52372666.6666667	65781666.6666667	57375666.6666667	49981000	49625000	57349333.3333333	45299533.3333333	54251000	19990866.6666667	67529333.3333333	65080333.3333333	33618666.6666667	55228666.6666667	54919000	55593333.3333333	61855000	29137666.6666667	27569666.6666667	63216333.3333333	60364000	64157000
"P47039"	NA	NA	NA	NA	3225000	2164900	NA	NA	NA	NA	NA	2689300	NA	NA	NA	NA	NA	NA	2974900	NA	3038700	NA	NA	2909200	NA	1692100	NA
"P53301"	10427433.3333333	14640300	15456800	16442000	16843000	13816966.6666667	13549300	17824700	16337866.6666667	15960666.6666667	15193333.3333333	13000933.3333333	14344300	14740600	15651000	17587733.3333333	13270433.3333333	13103700	12339666.6666667	14709233.3333333	14671966.6666667	16487000	15981100	16341333.3333333	12734866.6666667	13619733.3333333	14706066.6666667
"P41811"	4143833.33333333	5274966.66666667	4853333.33333333	6210800	5530900	6754600	5171900	6025300	6148300	7146500	6068966.66666667	6233300	4849866.66666667	6552366.66666667	5604900	4725733.33333333	7100400	5678300	7209333.33333333	5795533.33333333	5206900	6680233.33333333	5534166.66666667	6834400	9609900	10157566.6666667	5979100
"P54838"	10090966.6666667	9923700	9325800	7775966.66666667	9528266.66666667	9208733.33333333	9738366.66666667	9816233.33333333	8570766.66666667	9535200	8957633.33333333	9373833.33333333	10752250	9405633.33333333	9151533.33333333	9483266.66666667	10410666.6666667	8882300	9401533.33333333	9475500	9688633.33333333	8276050	9960666.66666667	10171866.6666667	9328850	10032766.6666667	9424233.33333333
"P25039"	5785700	5036100	NA	7382800	NA	NA	NA	6033700	NA	4989600	5816800	7244800	5288000	5299400	3295700	NA	NA	6533500	4479900	7789100	5718900	6570500	5637400	6049600	3627500	NA	NA
"P25343"	NA	4130200	NA	3057300	4619400	4443000	4950400	NA	NA	NA	7974100	NA	1937300	NA	NA	NA	5592000	5757800	NA	NA	NA	5067500	NA	NA	3708800	2804850	3263250
"P25605"	5423500	4600000	5549300	6785000	6319300	6366350	8568466.66666667	4807300	4771900	6221100	7412450	5886500	7475700	6787300	7147600	6836000	6233800	6629850	5162050	5556350	5622450	8252700	6038000	5150750	12419500	6909000	7218300
"P20081"	57730666.6666667	57275333.3333333	39871000	70393000	62022333.3333333	79373000	55214333.3333333	71197000	63840333.3333333	60750666.6666667	57902000	61604333.3333333	74755000	57855333.3333333	81591000	72401666.6666667	65845333.3333333	60338666.6666667	60541666.6666667	78946000	57343000	85111000	66164000	67181333.3333333	82925500	79887500	62242333.3333333
"P05150"	2208100	1358100	NA	4836100	NA	NA	NA	NA	NA	NA	2107300	NA	NA	NA	NA	3597100	NA	NA	NA	NA	NA	NA	NA	NA	NA	3544800	3857800
"Q06494"	NA	1249300	1181000	2013600	1466800	1698300	2177750	NA	NA	NA	NA	1611800	2159800	1703700	1498300	1369900	NA	NA	NA	NA	NA	2025500	1480700	1775200	NA	NA	1674800
"P22696"	NA	NA	NA	NA	NA	4011300	NA	6647300	NA	NA	NA	4548800	NA	4797900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1343500	NA	NA
"P14904"	6749800	7765166.66666667	7081200	11293833.3333333	7620200	7614300	9957966.66666667	19108333.3333333	8293866.66666667	7661500	7293566.66666667	6977850	5934600	6750650	7565050	12730200	18217000	16438666.6666667	7824200	13110366.6666667	6963300	7274700	8537100	8020200	15430333.3333333	15506366.6666667	8721733.33333333
"P15274"	NA	1955150	2105800	NA	4230400	2942000	NA	2866400	NA	NA	1613200	1822450	NA	2598400	1782300	1652500	859598.5	1280600	1354400	NA	NA	2823200	NA	2403200	2457100	NA	NA
"Q12178"	NA	NA	NA	NA	NA	NA	1530000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2931300	2185600	NA
"P32803"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2943300	NA	NA
"P54000"	NA	NA	NA	NA	4066100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P05756"	41296333.3333333	40662333.3333333	38603000	43187333.3333333	43868666.6666667	39886666.6666667	39175000	55655000	47565666.6666667	40897000	41121666.6666667	41529000	34146666.6666667	38830333.3333333	33416000	47384666.6666667	39105000	42910333.3333333	37957000	42194333.3333333	42691666.6666667	43450666.6666667	42789000	43260000	48272000	40255333.3333333	45101666.6666667
"Q04951"	4429200	5427500	5277850	5409800	5488350	5285350	4291200	4631800	4427900	5439650	4648750	5698300	6368200	4913333.33333333	5896833.33333333	5497950	5671700	7997400	5661833.33333333	5000200	5164750	5945466.66666667	6168800	5000750	5180450	5095100	4916950
"P53334"	NA	3182900	3155500	NA	NA	NA	5309200	NA	NA	NA	NA	NA	NA	NA	3180200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2669700
"P53111"	6547250	7985800	NA	7512500	8589900	NA	NA	8128400	5276000	9126000	7624400	10470000	NA	7275900	4323000	NA	9726500	NA	NA	NA	8698800	NA	7803900	NA	NA	NA	7295950
"Q86ZR7"	3246000	3911400	3156200	NA	NA	4310800	2900200	NA	4627700	2820400	NA	3834700	NA	3587000	3379000	3316700	NA	4616400	NA	NA	NA	NA	NA	3152300	3411500	NA	NA
"P40991"	636810	859555	1045410	1186000	2412100	2455935	1469900	NA	1832776.66666667	982100	NA	583900	1751000	NA	2202290	NA	NA	1047300	NA	972685	1106600	3424700	1307670	1038600	NA	1912666.66666667	1504000
"Q12091"	7007200	NA	7095000	9216500	9251900	8787700	6227600	6269500	5255900	7249200	6860100	6795300	6870400	8157300	6261900	NA	6664900	8163600	6953900	5602300	7058600	8247000	8611100	9334700	6407700	10227000	6811500
"P32340"	42083100	3844000	4259800	3575000	4424100	4322200	3927600	3844300	5457600	4173800	5053000	4464850	3928400	6525700	2758300	5328600	4393800	4204800	4762100	NA	3933100	NA	4146900	5479500	NA	2906000	3742000
"P00724"	4428600	3431600	4030200	NA	NA	NA	3890400	NA	4332700	NA	4391200	5238100	NA	5419550	3717300	5814200	5442500	NA	NA	3725300	4014900	NA	6160400	NA	4391500	5254200	4560750
"P40159"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4957500	NA	NA
"P33303"	3347000	3939400	2982700	4049400	3114000	4024000	3370300	3434200	4465000	3618600	3656000	2494600	2955000	2761500	3462900	NA	4218700	NA	3424900	3831500	3109800	3273750	3215800	2987200	1725100	NA	NA
"P50861"	10997000	5094100	14898700	24925600	24777050	NA	20652150	NA	10858850	9345400	22818000	8646300	NA	7550900	8323100	29886450	16868666.6666667	31039500	5202600	20654800	8213550	12315000	25030700	9784850	29310000	13056000	25955700
"P53163"	6292750	6029000	5426300	7308300	6664900	6346300	6908100	8024400	6053300	7976200	6598900	6876400	7118800	NA	5102900	NA	NA	NA	5239800	5752600	6534500	7420500	7548200	NA	7472800	7175300	6304200
"Q12522"	13337000	13321000	13240000	19845000	20576000	17522000	14155000	NA	13239000	12014000	14450000	11094550	13447000	12612000	NA	17182000	15611000	14871000	12747000	13300000	14207000	NA	16132000	13128000	18529000	NA	NA
"P25332"	NA	NA	NA	NA	NA	NA	NA	NA	NA	3489200	13671000	NA	NA	NA	NA	20811000	NA	NA	NA	NA	NA	NA	NA	16825000	NA	2842000	NA
"P02144ups|MYG_HUMAN_UPS"	9081900	12120900	10056200	NA	NA	NA	19232666.6666667	22200166.6666667	21053266.6666667	NA	NA	NA	NA	NA	NA	56918666.6666667	56662000	55719666.6666667	7389000	6473400	5482100	NA	NA	NA	NA	NA	NA
"P38628"	5029550	4396800	4534500	5168400	6564833.33333333	5402866.66666667	6610600	6526850	8949200	6909500	6150866.66666667	5227050	2856650	4952550	6364233.33333333	6733100	6996400	8732733.33333333	8930700	4489850	7550000	6010000	6566500	5780250	9198000	7137366.66666667	7596000
"P47137"	2899200	NA	9241100	NA	11065000	10822000	11189000	NA	7278350	NA	9990800	NA	10740000	11847000	10618000	NA	NA	11794000	NA	NA	10803000	NA	12054000	13657000	7151466.66666667	4157400	NA
"Q08193"	8070600	7632033.33333333	6114600	9212866.66666667	12827100	7529500	7624066.66666667	11157666.6666667	8081366.66666667	10497500	9826133.33333333	8719200	6148800	8537166.66666667	8999500	8750633.33333333	8365633.33333333	6629133.33333333	10411300	9278466.66666667	8787233.33333333	8704800	8681233.33333333	8172266.66666667	7473000	9307050	8867950
"O14467"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3254900	3537500	NA	NA	NA	NA	NA	NA	NA	4827500	6087300	8553400
"P32335"	1788000	1979800	1776800	1708966.66666667	1528000	2131100	1967000	NA	NA	2045300	1859800	NA	1602900	1156000	1406905	NA	2724800	2689400	1599100	NA	1696600	891770	1758550	2145200	NA	NA	NA
"Q99383"	NA	NA	NA	NA	1859600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4727900	NA	NA	NA	NA	NA	NA
"P42945"	111690500	29608000	34395000	NA	39048000	39793000	31739000	NA	38370000	28483000	30723000	31070000	NA	NA	NA	39519000	40713000	NA	NA	16516100	28670000	36846000	37044000	NA	47587000	NA	43555000
"P43555"	NA	NA	NA	699260	2736900	2571100	NA	837920	578050	531800	439730	519120	1941240	1862300	1485780	NA	NA	NA	NA	397640	NA	NA	2692600	NA	NA	2734800	NA
"P39976"	7472800	7076300	7800100	9781900	7725750	9732100	6056300	9947600	8974100	5930133.33333333	9025000	8053400	8701800	9231100	7848100	9076200	8064800	7771600	7239600	8785700	10044000	9905000	10297000	10103000	7507700	7414600	9264850
"P62988ups|UBIQ_HUMAN_UPS"	9656900	8950900	9619900	NA	NA	NA	16254000	21496000	17297000	NA	NA	NA	NA	NA	NA	24161400	24815750	23077900	2297200	3463100	4808000	NA	NA	NA	NA	NA	NA
"Q06449"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3207100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P49167"	19322350	19767000	20350600	24821350	17763466.6666667	22880750	19180600	23296000	20440750	15558566.6666667	20322300	20322150	37093000	21344050	23298750	26117000	22694500	22336850	20799800	19727250	19195150	23782000	23936400	25007950	7043500	25167550	19231800
"Q00816"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10407450	NA	NA
"P23287"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P21734"	3868700	NA	3680000	6428700	NA	NA	NA	7674800	6361700	6361500	NA	4994300	3507100	4920100	5083700	NA	NA	4975600	4569500	4799700	6821900	NA	NA	NA	NA	4996400	5488100
"P32445"	1211600	1424500	1213000	7802700	7129600	NA	NA	NA	1870500	1407500	1396000	1901900	NA	7898000	1419400	NA	NA	5295900	1451100	NA	1370700	NA	NA	NA	4905133.33333333	7294800	7263200
"P09457"	3465800	NA	3862700	3483150	4683033.33333333	5092966.66666667	2406000	5638500	4591950	4741300	5504050	4106250	3310000	3798550	4228700	2910700	3660000	3925600	4861300	NA	4891250	4184500	3083200	4677766.66666667	7042466.66666667	5660100	5930250
"P32356"	14761000	NA	1679600	NA	1046300	7970900	13246000	NA	NA	NA	NA	NA	NA	NA	1043900	NA	NA	NA	13907000	NA	NA	2520800	NA	NA	NA	NA	1855100
"P53167"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2274300	NA	NA
"P07244"	NA	4574400	6777200	4634850	6450600	4968850	5185700	6689250	5098700	7028350	6372900	7098500	NA	NA	4290500	NA	6685900	6022200	7082400	6074500	NA	NA	NA	NA	5414200	3543900	NA
"Q07551"	19811700	19086000	12097133.3333333	20598333.3333333	24447933.3333333	21435000	17971866.6666667	22692666.6666667	18810333.3333333	20816000	19106333.3333333	20877333.3333333	17757866.6666667	21711000	20291533.3333333	20259666.6666667	18894333.3333333	19538666.6666667	17490000	19121666.6666667	18855666.6666667	21850666.6666667	21468666.6666667	21033333.3333333	13452100	22990366.6666667	22559300
"P53295"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P16603"	NA	NA	NA	NA	4564500	NA	2974400	NA	2851300	3550500	NA	NA	3362200	NA	NA	NA	NA	NA	NA	NA	NA	NA	3923100	3503000	NA	4572400	NA
"P05747"	173250	NA	NA	267250	378330	NA	NA	582930	NA	1343800	693910	345380	1187900	718260	598680	NA	NA	36605	894300	666610	445560	810830	692540	604880	NA	NA	NA
"P39077"	NA	3819400	3667500	NA	NA	6328000	5167600	NA	5441100	4504750	4556200	NA	NA	NA	3160900	4547850	5332900	NA	7000500	NA	4623500	3012700	7093500	2383600	5945500	5383900	4835700
"P07274"	9388700	13641666.6666667	9382700	13064700	17186000	12304433.3333333	13078033.3333333	15452233.3333333	14935100	12679900	17432500	13336633.3333333	11733300	15890000	12894866.6666667	21728000	13894433.3333333	15012033.3333333	12812300	12055600	10381766.6666667	18484500	13564500	17114500	14247000	12104000	12391000
"C7GP20"	3951400	2957000	3623000	NA	14575	NA	NA	NA	3121400	NA	3470600	29346	NA	3423600	4120700	NA	NA	NA	NA	3256700	3500500	NA	3220500	NA	2838910	NA	17065
"P29952"	8830966.66666667	8906133.33333333	9882400	9315166.66666667	8972000	9065233.33333333	7369900	12624400	8930600	7791033.33333333	8263666.66666667	8363433.33333333	9866633.33333333	8193100	7362033.33333333	10000433.3333333	11192266.6666667	10492366.6666667	8628633.33333333	8216933.33333333	7284966.66666667	7591750	10359266.6666667	8645766.66666667	9822333.33333333	9599400	11286800
"P40509"	9136900	7341900	6569550	7653900	5835350	7323700	5885800	9365600	7187350	10581000	8800000	9341700	7508300	7814300	6808100	5284196.66666667	2830500	6385650	5825250	9133200	8058700	8770400	9082500	9566500	NA	5207900	7176500
"P05755"	33976333.3333333	34855666.6666667	32569333.3333333	26401333.3333333	22344333.3333333	18575000	16987266.6666667	28480000	23230466.6666667	26856000	20547666.6666667	21058833.3333333	5729700	21086000	14571066.6666667	33105333.3333333	41167000	31502666.6666667	20678966.6666667	26241666.6666667	32464000	13674800	23745666.6666667	25203333.3333333	23064100	28793333.3333333	32256000
"P14020"	8050233.33333333	7000466.66666667	7228966.66666667	10029000	2973533.33333333	10348866.6666667	6505166.66666667	10086033.3333333	7714933.33333333	8376600	7277833.33333333	3380200	11111800	8324100	7707866.66666667	10777500	10051766.6666667	10812366.6666667	2819150	7672400	7884933.33333333	9054300	3163350	3174400	8858133.33333333	2936750	2911900
"Q01217"	NA	NA	NA	NA	3661500	NA	5492600	3295400	NA	4432300	NA	4238300	3653900	5892100	3316100	NA	NA	NA	695800	NA	NA	NA	4461800	NA	3725500	2960800	NA
"P40024"	1551400	15184000	16729000	NA	NA	NA	15844000	9058950	10515500	17701000	20349000	10208550	11641250	21044000	12423200	9076900	7294400	1578100	4823600	18978000	NA	9505900	13569000	20024000	10366200	4619100	9220600
"P42826"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P38345"	NA	NA	NA	NA	NA	2014900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P38250"	NA	NA	NA	NA	NA	NA	NA	2883300	2759500	NA	1757400	2082400	NA	1535600	NA	NA	2922800	2073400	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q05515"	6708400	5704200	4919900	5896800	5842250	5918650	NA	7356600	5561500	5572000	4569500	6839300	5771900	6601600	5577500	7619350	6987450	6494400	5710800	NA	6379200	7607000	5213500	5275700	8090150	5808400	6514000
"P10659"	9314700	8644800	10923000	11583000	10158000	10714000	9622000	12201500	10230533.3333333	9097700	9876800	9331200	8883300	10178000	9247100	11484000	10218000	9369300	10105400	10230000	10582000	11413000	11835000	10948000	14444000	10872000	NA
"Q12265"	4506400	2672900	3811400	4453700	4215500	4156400	5124400	NA	3184600	5611000	3127900	NA	4664300	3740100	4273500	4639100	4634600	NA	4759300	4477000	3208100	5017300	4441100	4666600	NA	NA	NA
"P52490"	NA	5780700	9318600	7155700	11357000	7170850	9154300	NA	6545450	5868000	9386500	6338000	2331900	6607500	2513400	7409150	8110700	7566800	7092450	7163200	5174250	NA	10495000	7761900	14251000	6842100	7367900
"Q12189"	4528400	3857300	2852800	4629800	5652100	4142600	NA	NA	NA	2976000	NA	6040300	4770600	4773900	3939400	3177900	4477300	4827600	4520900	NA	NA	6400900	5152500	5520100	4563900	5051800	4437700
"P11491"	1534900	1666000	1416400	4695400	2783900	4948650	1318600	2225700	NA	NA	3315366.66666667	6331500	4593500	1917850	1761100	6579400	6421933.33333333	5693100	6458300	2252600	5229900	3860400	2096500	3675500	5947650	8281066.66666667	4906800
"P48563"	NA	NA	NA	NA	NA	NA	NA	8439400	NA	NA	NA	NA	7237800	NA	7681200	NA	NA	NA	NA	5061700	NA	NA	NA	NA	NA	NA	NA
"P36047"	4323400	7097200	6258600	6072066.66666667	7758500	6864050	4262200	9256100	7502700	7412600	6533800	6609100	6924900	7766400	7457966.66666667	8945950	NA	6955400	6755200	5992466.66666667	6794400	7766566.66666667	5856400	8587300	7152533.33333333	5595233.33333333	7660600
"Q756E2"	3555300	NA	3329900	NA	2421500	NA	3364000	NA	NA	NA	NA	NA	NA	NA	NA	3812500	3379500	NA	2709800	NA	NA	NA	NA	NA	NA	NA	NA
"P53337"	NA	NA	NA	NA	3227200	3589100	NA	NA	NA	NA	3482700	3300500	NA	NA	3195600	4531000	NA	NA	NA	NA	NA	4111100	4934900	NA	2594600	NA	NA
"P05744"	43063000	44602000	42518000	40129000	43474000	40151000	40432000	51842000	44573000	42426000	39533000	43265000	NA	38714000	40093000	54007000	54462000	47998000	41159000	44662000	42315000	45047000	49104000	42720000	40396000	39756000	40994000
"P41056"	37121400	35965000	48604500	28886833.3333333	38710500	30117000	33884500	49415000	45404000	34219750	50868500	63744000	31988550	32148500	27190400	40001000	37390000	38492333.3333333	60083000	29042600	57839000	38880150	72280000	61403000	15115000	14069000	36804000
"P53834"	10002000	10040000	5761350	NA	NA	NA	10069000	18266000	14314000	11220000	9918200	10989000	7840600	8100800	9021700	NA	NA	NA	12501000	9832500	10972000	11075000	12045000	10234000	7451000	9332800	9784200
"Q06440"	854510	761610	NA	NA	1053400	NA	707750	1494900	1096500	NA	871610	794560	NA	844130	838400	4023100	566800	NA	760330	714320	758810	NA	1139600	1211500	NA	1798970	NA
"P36013"	NA	NA	NA	NA	2339800	NA	NA	2997800	NA	NA	NA	NA	2839200	NA	NA	NA	NA	NA	3402000	3620200	NA	NA	NA	NA	NA	NA	NA
"P53303"	6318700	8920050	9190150	7063900	6343100	10434200	9761750	NA	8492366.66666667	6547300	10254150	4931650	10729550	4738250	11931300	11904800	10945400	11090500	10937600	9623133.33333333	6071400	12245100	7700400	5417500	6078800	6026800	6065050
"P38765"	2596600	2994400	2461450	4210550	3626600	2998500	2651800	3728150	5308250	3265750	2332350	3386400	2546350	3048800	2436850	4074700	4577100	3321000	2658800	3183500	3191850	3420600	2807800	3542500	3252600	3597750	3405400
"Q9P4C2"	57560500	31650900	26530800	100107000	17753700	41740000	69609000	25670400	44810000	79086000	18811850	21327200	17376563.3333333	74024500	42759000	63126600	71574666.6666667	24100000	15515522.5	34235000	75234000	34812000	32270000	14835000	64803666.6666667	16082000	25412450
"Q2V2P9"	NA	3021500	3671800	3139000	3593500	2754500	2524900	2661000	2810400	3556500	NA	2502200	2503000	3346500	NA	3485600	NA	NA	2599900	3046300	2481900	2851800	NA	NA	NA	NA	NA
"Q04869"	8570100	10822000	9826400	9728900	NA	11399250	7723300	13315000	10971000	11763000	11204000	NA	10742000	13146000	10576000	13230500	11537500	11839500	NA	9573800	NA	9877600	NA	NA	10433433.3333333	NA	12176000
"A6ZZG1"	6347100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9745300	NA	NA	NA	5996900	NA	NA	NA	NA	NA	2097100
"P09734"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2342900	NA	NA
"Q04728"	NA	NA	NA	NA	3083000	NA	3505400	3663600	3989300	3154400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2988500	2648900	3371650
"P39926"	NA	3080600	3589600	2947800	3718500	3444200	NA	NA	NA	NA	NA	NA	NA	NA	NA	5337400	4854100	NA	4362300	3421800	1223300	NA	NA	NA	NA	NA	NA
"P53332"	NA	NA	NA	NA	NA	NA	NA	2187000	NA	NA	NA	NA	NA	NA	NA	NA	2790800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P38631"	4158000	NA	5828000	NA	NA	NA	NA	7627500	NA	5211100	NA	NA	NA	NA	NA	6849400	5436100	6758200	NA	NA	NA	NA	NA	NA	3662266.66666667	2990566.66666667	NA
"P32476"	4364350	4505900	4446950	4305700	4173150	4332950	3350750	5492600	5828800	4127750	4270800	4228750	4632150	4664650	4037350	5228900	6487800	6567300	4703700	5506000	4420550	5571100	4429350	4547400	3526500	5188000	4829300
"P25572"	NA	89743000	NA	NA	NA	NA	90001000	134630000	109430000	NA	NA	91418000	NA	NA	NA	NA	123840000	NA	NA	NA	100910000	NA	NA	98132000	96808000	NA	NA
"P53066"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4233700	NA	NA	7760100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8772300	NA
"P36156"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P20107"	3765300	3452600	4123500	NA	4483300	NA	3793800	NA	5840300	4667700	3855000	4322000	4409500	3730300	4145900	4579000	NA	NA	NA	NA	5001900	5286200	4700600	NA	4305900	3729000	3408400
"P11076"	23428000	22058000	21037333.3333333	19933666.6666667	16588000	21130000	19125333.3333333	28763000	17334500	18432000	16709733.3333333	16155666.6666667	18045166.6666667	16157000	20988666.6666667	26867000	25877500	30019000	9301300	17083666.6666667	17732000	22018666.6666667	11273000	16770666.6666667	16584000	21412000	12469300
"P30656"	NA	NA	NA	4587900	4350500	5658100	NA	5054000	NA	NA	NA	NA	NA	4864300	NA	NA	5300400	NA	5313800	NA	NA	4797900	5167000	NA	NA	4797500	5240900
"P53868"	1355300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P25386"	NA	3420100	NA	NA	NA	NA	3647000	4589500	NA	NA	NA	NA	3483800	2984800	3293600	13042500	NA	4158500	3367500	NA	NA	NA	3136700	NA	NA	NA	NA
"Q01649"	NA	10242000	NA	10469000	NA	NA	NA	NA	NA	10028000	NA	8747600	NA	NA	NA	11652000	NA	11230000	NA	NA	NA	NA	NA	NA	NA	NA	10462000
"P53152"	11562000	9995500	4537000	10107250	10692800	11924350	9526600	14420150	5061300	10391600	7868126.66666667	9827950	6590400	10761750	12071100	5284700	12152100	18335000	12466500	10506150	11076800	10813250	11698350	12014700	7816400	11230850	11960800
"Q12117"	NA	NA	NA	14119000	13661000	11682000	NA	NA	NA	4132600	NA	NA	13314000	11546000	11729000	6226800	5079100	4007500	5299300	NA	NA	11745000	10988000	10990000	12885000	13623000	11941000
"P19454"	3550650	NA	2774000	1824700	1951900	1958100	2688150	4332700	3592800	2726400	3911600	3362200	1619200	NA	2089900	4643100	2961200	2999600	3605400	NA	4007900	NA	NA	NA	NA	NA	1860500
"P37299"	NA	4506200	4134500	NA	NA	5619000	4111600	NA	NA	NA	NA	NA	NA	NA	5837300	NA	4024100	4200100	NA	NA	NA	5623600	NA	5617900	4394500	4800900	4757100
"P27476"	NA	4394300	1011400	6121300	NA	NA	6409200	NA	6628700	NA	4789900	NA	NA	4565900	NA	1688700	NA	9567500	4289300	NA	NA	NA	NA	6442500	NA	NA	NA
"P38627"	NA	NA	NA	NA	NA	7655500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9927400	NA	NA
"P28007"	NA	NA	7955200	NA	13761000	NA	6663100	NA	NA	8176700	NA	12390000	11488000	12774000	11608000	7522600	NA	NA	NA	NA	NA	NA	11912000	11904000	NA	NA	NA
"Q12306"	13887000	16029000	14913000	14806500	14341500	14948000	13954000	16257500	15945000	16894000	16076500	16120500	14299500	15402500	13821500	17538500	15547000	12841000	15868000	16673500	14328000	15862000	15867000	15359000	15425500	15447500	11970000
"Q07451"	NA	NA	NA	NA	NA	NA	NA	NA	13142000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P34087"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27966000	NA	NA	NA	NA	NA	NA	NA	NA	NA	24332000	NA	2215200	NA	NA	NA	NA
